"CS(q), created by Plot Digitizer, 2.6.6"
"Date: 11/25/14, 1:49:49 PM"


12
q,CS,
1.52036,0.0106081,
1.64453,0.00561471,
1.75686,0.00310068,
1.83964,0.00207224,
1.93030,0.00129961,
2.01702,0.000815099,
2.11949,0.000440762,
2.21606,0.000264955,
2.33235,0.000146312,
2.44468,7.74523e-05,
2.53731,4.65610e-05,
2.60234,3.11242e-05,
