"CS(q), created by Plot Digitizer, 2.6.6"
"Date: 11/25/14, 1:49:49 PM"


12
q,CS,
1.51842,0.0142654,
1.64456,0.00771174,
1.75495,0.00526231,
1.83774,0.00390931,
1.93432,0.00266807,
2.01119,0.00186032,
2.11564,0.00102745,
2.21024,0.000630850,
2.33241,0.000270236,
2.44670,0.000125996,
2.53932,7.26051e-05,
2.59647,4.75222e-05,
