"CS(q), created by Plot Digitizer, 2.6.6"
"Date: 11/25/14, 1:52:40 PM"


16
q,CS,
1.56348,0.000911080,
1.71130,0.000452435,
1.85911,0.000202123,
2.05620,7.15056e-05,
2.23751,2.58426e-05,
2.40699,9.54080e-06,
2.54493,4.00065e-06,
2.60208,2.73172e-06,
