"Ay(q), created by Plot Digitizer, 2.6.6"
"Date: 11/25/14, 2:24:11 PM"


14
q,Ay,
1.45437,-0.737260,
1.56923,-0.920737,
1.69189,-1.14890,
1.80092,-1.36717,
1.87881,-1.53088,
1.94696,-1.65984,
2.02673,-1.69936,
2.10260,-1.69914,
2.18427,-1.61942,
2.26008,-1.48011,
2.38446,-1.19162,
2.48358,-0.972761,
2.54189,-0.853369,
2.59244,-0.783676,
