"Ay(q), created by Plot Digitizer, 2.6.6"
"Date: 11/25/14, 2:21:34 PM"


20
q,Ay,
1.22416,0.747427,
1.30585,0.782435,
1.38173,0.772717,
1.46736,0.698447,
1.53743,0.604261,
1.62114,0.470373,
1.69511,0.371230,
1.80607,0.197678,
1.87031,0.113411,
1.95205,0.0291944,
2.04155,0.00461228,
2.10767,0.0445435,
2.16212,0.0943767,
2.23796,0.164142,
2.30603,0.214014,
2.36631,0.268832,
2.43627,0.427999,
2.48679,0.577176,
2.52955,0.666717,
2.59178,0.721540,
