"Ay(q), created by Plot Digitizer, 2.6.6"
"Date: 11/25/14, 2:24:11 PM"


14
q,Ay,
1.45440,-0.811776,
1.56928,-1.03499,
1.69196,-1.31283,
1.80099,-1.51620,
1.87886,-1.64017,
1.94700,-1.75423,
2.02680,-1.84342,
2.10855,-1.95744,
2.18252,-2.05659,
2.25842,-2.12592,
2.38878,-2.16032,
2.50936,-2.09042,
2.55020,-2.05056,
2.58907,-1.97594,
