"Ay(q), created by Plot Digitizer, 2.6.6"
"Date: 11/25/14, 2:21:34 PM"


40
q,Ay,
1.22803,0.797115,
1.30583,0.837080,
1.38365,0.832335,
1.47121,0.772974,
1.53740,0.663874,
1.62306,0.534959,
1.69508,0.435811,
1.80209,0.396376,
1.86434,0.406489,
1.94020,0.431545,
2.02771,0.511280,
2.09771,0.581028,
2.15409,0.655706,
2.23188,0.730444,
2.29606,0.755467,
2.36024,0.805328,
2.42051,0.875049,
2.48273,0.954710,
2.53136,0.979688,
2.58972,0.979856,
